reviews,movie_id,usernames,ratings,binary_rating
"This was an _excellent_ film that left me emotionally stretched in just the right way. It's an adult movie with childhood references (not a kids' film at all), and seems pitched at people roughly my age (Matchbox 20 referenced as a track for wooing is too close for comfort!) It _superbly_ voices the internal contradictions women need to navigate to be accepted. It works hard not to centre Ken, even while his role is a critical counterpoint, but also gives a little airtime to how much a male-dominated world makes it hard to be a man too.The writing is out of this world, the pacing is spot on, and Margot Robbie utterly _nails_ the role — especially the emotional and physical aspects of being a doll in a way that playfully nods to the many ways that children play with Barbie.It's a wonderful film that I'd encourage everyone to see. It's _hard_ to watch, as a man—feeling responsible for so many challenges women face—but Barbie doesn't judge, it voices. It's a message that informs me, helps me, as well as entertaining me, but it isn't meant for _me_; the extent to which Yvette felt seen, understood and perfectly spoken on behalf of _is_ this movie, and why it deserves all the praise it's getting.Originally posted at: https://www.byjp.me/posts/reviews/movies/barbie/",346698,jphastings,8.0,Positive
"McKinnon and Gosling's acting is great, and the dance numbers are really well done. But the story is very weak -- the Gloria/Sasha tie-in felt ham-fisted and the 'bonding' Barbie has at the end with Ruth makes no sense in the context of the rest of the film. It also doesn't help that throughout the whole movie you're being hit over the head with a message that they *really* want to make sure you understand (how many times can you say 'patriarchy'?) Not recommended.",346698,rsanek,4.0,Negative
"The _Barbie_ movie is funny, and fun, and moved with deft pace from laughs to moments so engaging you could hear a pin drop in the theatre.Its social message should not be controversial — _Barbie_ is a _critique of power and status quo_. Its allegory in art swings at every in-power group, and gives voice to every marginalized group.There's even a point at which Barbie longs to restore the status quo in Barbieland and return to her position of privilege, and is chastised by Ken who, having reversed the roles, asks her ""how does it feel?"" (to be not seen, to not matter)._Barbie_ illustrated clearly that _the status quo hurts everyone, including those in power_ — in other words, challenging the status quo is good for men as well as woman (and insert every other power dynamic here — able-bodied as well as mobility-challenged, rich as well as poor, etc.)That its social message is controversial proves its necessity. The only way this critique on power and status quo could be misconstrued as an attack on men is if people think power and control of the status quo belong only to men — which, eureka! is precisely what this movie is speaking to.""When you're accustomed to privilege, equality feels like oppression"".",346698,DRDMovieMusings,7.0,Positive
"_Transformers: Rise of the Beasts_ is a pointless entry in the live-action _Transformers_ film franchise. The Beasts Wars characters are forgettable, the attempts at humor are excruciatingly lame, Optimus Prime is a huge jerk, and the action is trash. If you were exhausted with the _Transformers_ franchise before, then _Rise of the Beasts_ will have you flatlining and succumbing to sheer and utter boredom.**Full review:** https://bit.ly/robotjerks",667538,ChrisSawin,2.0,Negative
"**Just incredible**, Tstrong texthe Autobots are amazing **full of action.**",667538,DavidTIlanTF,10.0,Positive
"**Transformers: Rise of the Beasts rescues the franchise from the all-out goofy mess it had become and gives it a fun and promising new beginning.**Transformers: Rise of the Beasts recaptures some of the fun and charm of Bumblebee and the early Transformers films and blends it with the aesthetics and nostalgia of the old 80s cartoon. Rise of the Beasts establishes some decent human leads that aren’t annoying while keeping the focus on the robot conflict. The voice cast was fantastic! Peter Cullen as Optimus Prime will always be the greatest of all time. Peter Dinklage’s Scourge sounds and looks vicious. Ron Perlman, Michelle Yeoh, Pete Davidson, and Cristo Fernández provide solid performances, giving their characters a little fun and even some heart. Rise of the Beasts reels the franchise back in from the outrageous goofiness of the Wahlberg entries but still has a good time recognizing its primary audience is kids and parents who grew up on the cartoon. The intensity and pacing of the first 2 acts are superb! The final act gets a little cheesy and starts to feel generic, but it is no worse than the climax of recent Marvel films. Rise of the Beasts isn’t perfect but it sets the Transformers back on the right path.",667538,mooney240,7.0,Positive
"**The Flash uses the vast catalog of DC history to create an experience that celebrates the past films, highlights the good of the current DC movies, and opens the door for the future.**The Flash reaches a high point on the roller coaster that is the inconsistent and directionless DC film universe. The story, the action, the laughs, and the cameos make The Flash a worthy cinematic debut for the Scarlet Speedster. The movie tone finds its influences more in the Marvel and Joss Whedon realm than the DC and Christopher Nolan universe, with humor overflowing in almost every scene of the movie. Despite the controversy, Miller’s Barry Allen is well done and entertaining, but the film is not great because of The Flash. It’s great because of all the outstanding fan service to long-time and committed DC fans. Ben Affleck’s Batman pummels thugs. Sasha Callie’s Supergirl unleashes her rage on evildoers. But the best part? Michael Keaton’s return to the cowl. His delight to once again portray the Caped Crusader is obvious, and that infectious joy makes the crowd eat up every scene he is in. The other DC cameos inspired plenty of applause from the theater and, I’m sure, will be entertaining for fans. Despite the nonstop humor in the film, Andy Muschietti creates some very emotional and moving moments that help give The Flash a more potent and satisfying ending. While it’s great, it is not a perfect film. The humor gets excessive in some places, and some of the character arcs end more abruptly than I would have liked, but The Flash is a fun, fresh, and entertaining superhero film that superhero fans can celebrate!",298618,mooney240,8.0,Positive
"The main story of _The Flash_ regarding time travel and how it all plays out is solid even if everyone, including the audience, knows it’s the dumbest thing in the world to do. But the film is overwhelmingly goofy and the jokes never land properly. The film is special effects heavy and yet most shots involving an adequate amount of CGI are abysmal.Ben Affleck and Michael Keaton look like they’re having fun, but Ezra Miller is obnoxious as the focal point of the film. There’s no sincerity in his performance even when it seems like he’s being genuine. _The Flash_ is a superhero film that prioritizes silliness with a cheese factor of gargantuan proportions, but no actual entertainment values whatsoever.**Full review:** https://bit.ly/hsalfeht",298618,ChrisSawin,3.0,Negative
"FULL SPOILER-FREE REVIEW @ https://www.firstshowing.net/2023/review-andy-muschiettis-the-flash-movie-is-a-fun-love-letter-to-dc/""The Flash contains excellent performances - Sasha Calle as Supergirl is mesmerizing - truly epic ""super-speed"" sequences, and countless moments of surprising humor.The interesting, profound parallels between Barry Allen's arcs, the emotional moral dilemmas about life's scars, and the return of Danny Elfman's iconic Batman theme are some of the aspects that make this blockbuster a very satisfying, nostalgic viewing with more heart than meets the eye, despite not being able to escape the predictability of its narrative formulas.Too bad that the visual effects are so inconsistent, and that the dependency on dreadful deepfakes is such a negatively impactful distraction. That said, it's one of the best movies from the nearly-extinguished DCEU.""Rating: B+",298618,msbreviews,7.0,Positive
"Now I know that you are not supposed to put baby in a corner, but is a microwave ok? (Mind you, I've been on enough flights lately to find that latter idea has definite merit!). Anyway, this takes a while to get going as we are introduced to ""Barry"" (Ezra Miller) and taken through the family scenario that led his mother to be slaughtered in a burglary and to his father being charged with the murder. Desperate to save his dad from the chair and and to reincarnate mom, he decides to use his great speed to take on time itself! Despite being warned against this potentially reckless action by ""Batman"" (the most fleeting of appearances from Ben Affleck) he goes for it; gets knocked out of the timeline and finds himself face to face with - himself (only much better looking with wavy hair). This isn't the only thing that's changing on the old space-time continuum and shortly after, ""General Zod"" (Michael Shannon) arrives bent on avenging the destruction of his home world of ""Krypton"" on the people of Earth. ""Barry"" has to think on his nimble feet, and try to assemble what he can of the ""Justice League"" to combat this threat. Turns out ""Bruce Wayne"" (now Michael Keaton) has rather let himself go and ""Superman"" is being held in an impenetrable metal scrotum in Siberia. Time to galvanise and get a-rescuing before his future, all of their futures, are lost. Can they all save the world? I liked this film. It's got loads of action, plenty of pith in a script that is at the more adult (without loads of expletives) end of the spectrum and Miller has the ""P"" word. Personality. They are clearly enjoying this, and there is loads of charisma emanating from both performances from a star who bucks the normal trend of being handsome but rather wooden. Miller is the former, certainly, but they bring life to the role. It's fun, and abetted by a story that has some weight and plenty of pace to it, we are taken on a series of lightly comedic adventures that make 2 hours and 20 minutes quite literally whizz by. Sasha Calle gives us some diversion from the Ezra show as Superman's cousin - no slouch in a fight either, and Keaton does fine as he rehabilitates his disillusioned ""Batman"" character using his gadgets and gizmos to great effect. It's so much better than I was expecting and I have to say that I enjoyed the quirkiness of Miller's interpretation of ""Barry"" - nowhere near as sterile and simpering as Grant Gustin's pure as the driven snow portrayal. The multiverse can keep on inventing and reinventing scenarios and the visual effects can work wonders making just about anything possible - but without strong and personable characters then I am sure I will just bore of the relentless repetition of these stories. Miller is different. Sure, we all know of their much publicised flaws, but I hope the studio look past that and commit to a sequel that allows this actor to continue to do what they do well here - and that's to entertain us. Needs a big screen, it will look very ordinary on the telly.",298618,Geronimo1967,7.0,Positive
"Come all, let's witness an amazing adventure of action, adventure and sci-fi in the movie ""The Flash"" which will be released on June 16, 2023 in the United States. This movie follows the story of Barry Allen, who when trying to save his family unintentionally changes the future and becomes trapped in a reality where General Zod has appeared and there are no superheroes to turn to. To save the world and return to the future he knows, Barry's only hope is to race for his life. But will the ultimate sacrifice be enough to reset the entire universe?The movie is perfect for movie lovers who are looking for an exciting and suspenseful experience. The film features a talented ensemble cast led by Ezra Miller, Sasha Kali, Michael Keaton and Michael Shannon, which enhance the power of the performance and draw the viewers in with their outstanding performances.""The Flash"" enjoys a large budget and wide public appreciation, with a cost of $ 190 million, and revenues of $ 267 million, 481 thousand and 43 dollars. This reflects the success of the film and its positive impact on the audience.Ultimately, ""The Flash"" combines the powerful elements of action-adventure and sci-fi, while delivering a poignant story about sacrifice for the greater good. So, I invite you to watch this wonderful movie and enjoy an exceptional cinematic experience full of action and suspense.",298618,sizarled,10.0,Positive
"“The Flash” has never been one of the most exciting superheroes (here he’s aptly self-described as the “janitor of the Justice League” who always seems to be “cleaning up bat messes”), so it should be seen as an even greater accomplishment that director Andy Muschietti‘s film is as good as it is. By placing an emphasis on the smarter and more emotional side of the story rather than the visual spectacle, the movie is thematically much richer than the customary loud and dumb summer popcorn flicks to which audiences are well-accustomed.In this DC Extended Universe (DCEU) installment, worlds collide when Barry Allen (Ezra Miller) uses his superpowers to travel back in time with the goal of preventing a tragic event in the past. His attempt to change the timeline has consequences, as he alters the future and creates a reality where there’s no Superman (Sasha Calle‘s introduction as Supergirl is fun, but feels rushed) or Aquaman, Batman (Michael Keaton) is retired, and General Zod (Michael Shannon) has returned and is threatening to annihilate the universe. Without the help of his fellow heroes, Barry must use his wits to save the world and reset the timetable before it’s too late.The story goes to a place that that will make every superhero fan groan: the multiverse. Don’t panic, though, co-writers Christina Hodson and Joby Harold have actually put care thoughtful care into their clever narrative, and the idea of different timelines and realities not only make sense, they aren’t wholly ridiculous or irritating. In similar films that head into the multiverse, it more often than not feels like a lazy cop-out where every death or shocking revelation can later be explained away by shouting, “Gotcha! It was only time manipulation.” Here, there are real consequences in situations where the stakes are extremely high.Barry partnering with an alternate version of himself is a lot of fun, as is meeting DC heroes old and new. There are a lot of amusing cameos that will make fans very happy. The core of the story is a classic one, giving Barry a real motivation to go back in time to alter the past. The thought of being able to change our present by finding the ability to prevent tragedy, right wrongs, and save the people we love is one that is universal, and it works well here.While the story is engaging, the visual effects are abysmal. The CGI is cartoonish and dark, with inarticulate motion and a dreary palette of dark grays and blues. It’s a terrible looking movie, something that is amplified during the poorly executed action sequences. Things that sound good on paper end up feeling lame, including a silly intro scene of a hospital that’s raining babies. The fight choreography and stunt work is so much better than the computer animated bits.My favorite element of the movie is Miller’s lead performance. He’s tasked with playing an alternate version of himself, sharing the screen with a younger Barry for much of the movie. This isn’t an easy thing to do, and Miller excels at it. This is one of his best performances, and one that plays perfectly into his endearing awkwardness and bumbling charm. Despite Miller’s disturbing string of personal scandals, you’ll find he’s the best thing about the film (if you have the ability to separate the art from the artist).I never expected to be so emotionally invested in a summer superhero movie about a character I care so little about, but “The Flash” has a sweet and touching story that’s combined with a lot of fun surprises, bursts of corny nostalgia, and a bevy of cameos that will result in audience cheers and applause. Strangely enough, it’s one of the best film in the DCEU canon.By: Louisa Moore",298618,screenzealots,7.0,Positive
"There's some good stuff here and of course a good chunk was reminders of my childhood and fandome of Batman '89 and seeing Michael Keaton back in the role. The humor for the most part was fine but got a bit 'zany' at times, almost too goofy. I did enjoy the cameos which were amusing. It did touch me emotionally due to my personal issues going on right now.That said, this didn't completely work due to, let's say, inconsistencies in quality of the previous DCEU movies, most of them I did like but can acknowledge how the studio, in its various iterations, bungled it. And in regards to to Ezra Miller, one has to separate the artist from the art which given how much of a creep he is, is difficult to do when humor is one of the keys for the character.All in all, it was a satisfying and entertaining movie but considering that James Gunn is pretty much rebooting for a new DCU, it doesn't matter very much and I don't see myself watching again anytime soon. **3.5/5**",298618,JPV852,7.0,Positive
"**Shazam! Fury of the Gods remembered everything that made its predecessor so delightful and delivered a sequel as fun as the first!**Shazam! Fury of the Gods matches the fun of the first film while, in typical sequel fashion, increasing the action, effects, and scope of the Shazam franchise. Despite being a Shazam movie, Freddy is the primary focus of the film, which I was unsure about at first but enjoyed as the story progressed. Fury of the Gods had many more characters to juggle, leading to some of the Shazam family being sidelined and the villains being reasonably stereotypical. However, all the charm was still there, helping overshadow these flaws. Djimon Hounsou and Helen Mirren brought some maturity and class to the goofball cast, and Zachary Levi was a blast, as always. If you enjoyed the first film, you will also love Fury of the Gods. It’s a bigger serving of all the delight, optimism, and horror-flavoring that made the original great.",594767,mooney240,7.0,Positive
"Ok, so I know I shouldn't have - but I did enjoy this. ""Billy"" (Zachary Levi/Asher Angel) and his gang of rather hapless super-heroes locally lauded as the ""Philadelphia Fiascos"" find themselves pushed to the very limits when the daughters of the legendary ""Atlas"" manage to breach a magical boundary between their world and our's and are soon on the hunt for the magical staff that ""Billy"" snapped in two at the end of the last film (remember?). The daughters are led by the menacing ""Hespera"" (Dame Helen Mirren) with her potent sidekick ""Kalypso"" (Lucy Liu) and the slightly more humane ""Anthea"" (Rachel Zegler) making up this dangerous triumvirate. What now ensues are some genuinely entertaining set piece battles that unlike so many from the MCU, are based on creatures from mythology and do not drag on interminably. Levi is as much an anti-hero as you can imagine, his tongue firmly in his cheek - though not so much as Dame Helen's - as he and his gang look hopelessly - and continuously - outgunned, outmanoeuvred and outwitted. Can they rally and save the day before carnage ensues and mankind is wiped out? Nope, not a shred of jeopardy here - but the two hours just flew by. It's fun. It's not trying to offer us any grand philosophies, or complex time-shifting science. It's a lightly comedic adventure film that rarely stops for breath, uses state of the art special effects to enhance the story rather than dominate it, and by the end I was ready to remember why I quite enjoyed the original from 2019. All of this said, I fear they will try to squeeze a third from the franchise and think that would be an error. This works because of some charismatic performances - particularly from the rather engaging Jack Dylan Grazer as the lovestruck ""Freddy""; a great big dragon and an at times quite pithy script. Please let's leave well alone now?",594767,Geronimo1967,7.0,Positive
"The movie is decent enough, although formulaic and predictable. But the 12 year old level humor has long since worn out its welcome.",594767,deadrody,4.0,Negative
"FULL SPOILER-FREE REVIEW @ https://www.firstshowing.net/2023/review-nolans-oppenheimer-is-a-harrowing-tale-of-one-mans-life/""Oppenheimer is a true masterclass in how to build extreme tension and suspense through fast, detailed dialogue, an insanely powerful sound production, and an equally explosive score from Ludwig Göransson. Words cannot fully describe Hoyte van Hoytema's gorgeous cinematography.It's a harrowing, disturbing, genuinely frightening story about how one man's compulsion and political power changed the world. Cillian Murphy, Robert Downey Jr., and Emily Blunt shouldn't miss any awards ceremonies… they're absolutely superb, as are the rest of the exceptional actors involved in the movie.Pacing, structure, and runtime, in addition to its quasi-documentary style and its narrative complexity, make this a difficult, heavy watch that will, for sure, leave some viewers disappointed, bored, or simply tired. Ultimately, Christopher Nolan justifies the use of the expression ""not for everyone"".Rating: A-",872585,msbreviews,8.0,Positive
"**OPPENHEIMER IS ""NOT FOR EVERYONE"" AS STATED BY CHRISTROPHER NOLAN BEFORE THE RELEASE OF THE FILM HIMSELF. ** But those who have ample knowledge of physics and chemistry, this film is a masterpiece. The film takes the viewer into the mind of the ""Father of the atomic bomb"" how he thinks, how he feels with much accuracy. Nolan beautifully explains his life both on a private and professional front. The music, the sounds with each scene are top notch. The visuals of QUANTUM PHYSICS, FISSION, NUCLEAR EXPLOSION are mind-boggling. If possible, watch it in IMAX. THE MOVIE IS FULL OF DIALOGUES, CONVERSATIONS MOVING BACK AND FORTH IN TIMELINE. It's a historical biography with fantabulous acting by C.M., E.B., R.D.J. and more. The scenes with ALBERT EINSTEIN are just wow. A plethora of scientists(BOHR, FERMI, TELLER, HEISENBERG) of the age can be seen throughout. There are no action scenes if you are in search of that. IT IS A CINEMATOGRAPHIC BRILLIANCE. IF U CAN'T WATCH SIENTIFIC HISTORY JUST DON'T GO.",872585,fireheart92,10.0,Positive
"Telling the story of a larger-than-life individual truly calls for a larger-than-life film, and that’s precisely what writer-director Christopher Nolan has come up with in his latest feature outing, handily the best work of his career. Nolan’s three-hour opus about the life of Dr. J. Robert Oppenheimer (Cillian Murphy), director of the Manhattan Project (and more commonly known as the Father of the Atomic Bomb), provides viewers with a comprehensive biography of this brilliant and thoughtful yet often-inscrutable and naïve physicist who took on a patently dangerous venture that left him morally conflicted about the nature of his creation. The story, which spans several decades of the scientist’s life, chronicles his development of “the gadget” and the fallout he suffered as a consequence of his left-wing political leanings and his efforts to keep the released nuclear genie from getting out of control. The film is admittedly a little overlong and probably could have used some editing in the opening and final hour, but, in the interest of telling the whole story of Oppenheimer’s odyssey, its length is understandable (and, consequently, justifiable). The picture’s production values are all top shelf, especially its brilliant cinematography, stirring original score and superb sound quality, an element that truly leaves audiences with a bona fide visceral experience. Moreover, the narrative is skillfully and eloquently brought to life by this offering’s outstanding ensemble cast, including Murphy, Matt Damon, Tom Conti, Benny Safdie, Emily Blunt, Florence Pugh, Gary Oldman, Rami Malek, and, especially, Robert Downey Jr., who delivers a stellar, award-worthy supporting performance showing acting chops that I never knew he possessed. “Oppenheimer” is easily the best film of the summer movie season, if not all of 2023 thus far. It packs a potent punch and delivers a message that we can all never hear too often, poignantly reminding us all of the importance of not falling prey to the same Promethean burden that Oppenheimer was forced to shoulder.",872585,Brent_Marchant,9.0,Positive
"Cillian Murphy offers an assured and considered performance here as the man who is credited with developing the bomb that hastened the end of WWII in the far east. He is the increasingly acclaimed, eponymous, physicist who is made aware by Admiral Lewis Strauss (another strong performance from Robert Downey Jr.) that it just possible that the Russians have the A-bomb. Now Oppenheimer already suspects that the Nazis are also well on their way to weaponising the atom - his earlier education and career had introduced him to some of the prominent minds in the UK and in Germany who were quite capable of taking the theory forward; so he begins to pressurise the American government to begin it's own programme - and the ""Manhattan Project"" is born. Motivated/goaded/galvanised by the ambitious ""Col. Groves"" (Matt Damon) he assembles a formidable collection of scientific minds at a purpose built, desert, location which he christens Los Alamos, and over the next three years - and with $2bn to spend - they work on the science whilst plutonium and uranium are being simultaneously processed at an irkingly glacial pace! Given that much of this is reasonably well documented history, the actual plot here has little by way of jeopardy. Instead, Christopher Nolan attempts via his writing and direction to put some meat on the bones of the characters here. It's clear that Oppenheimer is a bit of a Lothario, but it's also clear that he can engender the loyalty of a variety of people with diverging views - not just surrounding the science of their project, but around the morals and ethics of creating something that - well, you can't get the toothpaste back into the tube. The latter portion of this drama focusses on the subsequent, communist-obsessed, witch-hunting that went on attempting to persecute and smear this remarkable and flawed individual, and it makes some interesting postulations about just who was pulling whose strings. It also has quite a penetrating resonation about it - not just, specifically, about Oppeneheimer - but about all of those post-event ""enquiries"" that rarely deliver an honest appraisal of what was done in the name of expediency at the time, but ends up more of a character assassination exercise by those who didn't do anything against those who did and had to. Though at times the pace of this thing helps to keep it enthralling, it is too long - at times it really does plod along. Perhaps an other, objective, eye on the writing/direction may have tightened it up without having to sacrifice any of the potency of the story. Maybe someone needs to tell Mr. Nolan that a three hour film isn't always required! That said, it's a gorgeous film to look at. The aesthetics are first rate and the entire sentiment of the film reeks of authenticity. I do think this thrives better on a big screen so try to see it as it was intended. It's though provoking, complex, characterful - and well worth a watch.",872585,Geronimo1967,7.0,Positive
"Cillian Murphy, so hot right now. Film is a little long though.",872585,rsanek,8.0,Positive
"The intersection of innovation, science, political bureaucracy, and ethics meet in writer-director Christopher Nolan‘s “Oppenheimer,” a dark, challenging biopic about the father of the atomic bomb, Dr. J. Robert Oppenheimer. This profound epic clocks in at three hours yet never feels too long, even if it’s painfully clear that Nolan is indulging himself in a passion project.During World War II, Lt. General Leslie Groves Jr. (Matt Damon) appoints physicist Oppenheimer (Cillian Murphy) to work on the top-secret Manhattan Project in Los Alamos, New Mexico. Assembling a team of the brightest scientists the country has to offer, the experts spend years developing and designing the atomic bomb. When their final product is used against Japan on July 16, 1945, the world witnesses its first nuclear explosion in an event that not only ends the war, but forever changes the course of history.There has been much hype about the fact that Nolan chose to film in IMAX, but the large format feels wasted here. The visuals are far from stunning, and the film is mostly a dramatic, dialogue-heavy history lesson that’s a far cry from what I’d call “entertaining.” It’s a great movie that’s engaging, sophisticated, and intelligent, but those expecting traditional thrills are going to be greatly disappointed. Save your money, because seeing this in IMAX isn’t really worth it.Nolan’s film is poignant in a way that’s chillingly relevant. His story not only explores one of the most important figures in U.S. history, but also makes you think about the current lack of empathy that’s plaguing society. There’s a very real moral question about humanity’s ability to make something that will help save the lives of many but also result in the death of innocents, and Nolan makes a strong political statement in a surprisingly restrained manner. His commentary on the far-reaching effects of such a powerful weapon born from the intersection of innovation, science, and government, while being an invention that has changed but also endangered the world, will give you chills. Nolan’s script is terrific, and is one of my favorite screenplays of the year.Nolan tells much more of the obscure back story of Oppenheimer’s professional and personal life that few know, and it makes for a lengthy (but interesting) narrative. The film includes his ties to the Communist Party, Hoover’s FBI investigation, his tangles with Lewis Strauss (Robert Downey Jr.), and an eventual closed-door hearing that was designed to strip him of his security clearance years after the war ended.“Oppenheimer” is a complex film that requires your full attention, with myriad characters and time jumps that will keep you on your toes. A basic knowledge of history is beneficial, but those who have only heard the name Robert Oppenheimer and are aware of the very basics (like the fact that he was involved in the creation of the atomic bomb) won’t be completely lost.In addition to complicated discussions of quantum physics, there are weighty themes about the dangers of government bureaucracy and the moral and ethical implications of creating a weapon of mass destruction. Nolan isn’t the type of storyteller who is keen on hand holding, and it’s refreshing to see a riveting movie that’s made for thinking audiences.",872585,screenzealots,8.0,Positive
"If you are expecting an Evil Dead movie... well, I guess it depends on what generation you're from. If you are expecting Evil Dead, Evil Dead 2, Army of Darkness, the films of the unholy trilogy... you are going to be gravely disappointed. This isn't Sam Raimi's Evil Dead.This is, well, this is the Conjuring just like almost every other Horror movie past 2014.It doesn't really breathe ""new life"" into the franchise, instead it takes the Evil Dead and breathes the PG-13 Neo-Horror Movie breathe into a franchise that used to be a heck of a lot of campy immature fun. Here you get the same as everything else.",713704,GenerationofSwine,1.0,Negative
"_Evil Dead Rise_ is mostly entertaining as a new entry of the _Evil Dead_ franchise, but it’s got some hiccups that should be ironed out in any potential sequel.The cast’s performances are all strong, with Sutherland masterfully making the most of her character with spine-tingling body language and unnerving dialogue, but as a fifth film in a well-known horror franchise, it’s disappointing to see that its most memorable moments are throwbacks to previous films.Ultimately, _Evil Dead Rise_’s biggest flaw is that it simply isn’t as good as its ten-year-old predecessor. Nevertheless, the film is fun, blood splattering carnage that will hopefully take the _Evil Dead_ franchise in a bold and exhilarating direction.Full review: https://boundingintocomics.com/2023/05/02/evil-dead-rise-review-new-mommy-demon-look-same-great-chainsaw-taste/",713704,ChrisSawin,7.0,Positive
"Evil Dead Rise puts a creative spin on the classic franchise while also remaining faithful to the core experience.The story is not overly complex and admittedly somewhat generic, as the main characters find the Book of the Dead, read it, and all hell breaks loose. But the conditions surrounding this plot are what truly set it apart. For one, the high-rise setting was brilliant and created a very claustrophobic environment that worked really well. I found the earthquake to be an original idea not only for the discovery of The Necronomicon but also for the entrapment of our main characters.Speaking of our cast, this film does a really great job of setting up these characters. I genuinely liked all of them, which made it difficult to see some of them go, unlike in Evil Dead (2013). The familiar bond between them was palpable, and this could not have been done without a fantastic cast. Alyssa Sutherland is by far my favorite Deadite in the entire franchise. Her motherly connection was haunting, her facial expressions, and mannerisms are nightmare fuel. Lily Sullivan was genuinely fantastic as a final girl. Her badass nature to defend the children is incredible, and she had some really great moments to stand out in the film. The kids overall did fine, nothing that was too amazing but nothing that took away from the film either.The direction was my favorite part of the film by far. Lee Cronin did such a fantastic job with haunting camera work with subtle tilts and use of reflections. The action was top-notch, and the practical effects were amazing. So many scenes had me physically wincing with some insanely creative violence mixed with stomach-churning blood and wound effects. It is definitely a worthy successor to Evil Dead (2013) in the gore department.Overall, this may not be the best in the franchise, but I think it is one of the most refined. The story lacks in some areas, but the direction, performances, and violence really cement this as one of the best horror films of the year.Score: 84% ✅Verdict: Great",713704,TitanGusang,8.0,Positive
"Okay supernatural horror and entry into the long-running franchise that really takes off during the blood-drenched finale. Can't say I loved it and it was far too dark at times to even tell what was going on, but thought it was on par with Evil Dead 2013. **3.5/5**",713704,JPV852,7.0,Positive
"As contemporary horror films go, I’ll freely admit that this is a genre about which I couldn’t care less. I find most of these films boring, predictable, stupid and not especially scary. In fact, the only ones to which I’ll even give a second look are smart horror films (like “Get Out” (2017) or “Annihilation” (2018)) or campy romps (like “Renfield” (2023)). So the fact that I somehow managed to sit through this trash heap is quite an accomplishment. (Actually, the only reason I watched was because I was channel surfing and there was nothing else on, so I decided to give it a chance (I would have been better turning on the radio).) This pointless parade of endless blood and gore is a prime example of the decline of the mainstream movie industry (how projects like this get greenlighted is beyond me, except, of course, for the obvious box office considerations). It’s so utterly ridiculous that the picture plays like something that was made up as the crew went along. I’ll admit that there was some modestly cheeky humor here, but not enough to make it a genuine camp fest. Writer-director Lee Cronin’s latest is an assault on the art of filmmaking, the kind that should carry fines and other punishments. My goodness, what has this industry come to?",713704,Brent_Marchant,2.0,Negative
"FULL SPOILER-FREE REVIEW @ https://www.firstshowing.net/2023/review-dungeons-dragons-honor-among-thieves-is-a-delightful-surprise/""DUNGEONS & DRAGONS: HONOR AMONG THIEVES is one of the best fantasy films of the most recent years. Chris Pine is the MVP of an incredibly charming cast with such natural chemistry that the comedic moments become truly hilarious - the graveyard scene will be replayed over and over again. An adventure blockbuster in all its purity, containing action set pieces filled with fantastical elements and accompanied by remarkable visual effects and score. One of the most fun, enjoyable, surprising theater experiences of the year so far. Impossible not to recommend it to any type of viewer.""Rating: B+",493529,msbreviews,7.0,Positive
"The numerous manuals on my shelves for 1st to 5e speak volumes of my familiarity with the game, as does the novels I own, and the numerous D&D computer games I've played, so I was ecstatic seeing the places, people, and creatures I know very well. I've heard others who have played the game say they wished they had done a movie about characters like Elminster, Drizzt Do'Urden, or Alias instead. While they would have been nice to see, those characters are from the lore not the game. What I was more hoping for was that the characters in this movie felt like the characters the players play, the adventures they go on, and the antics they get themselves into. This movie felt like that in spades, and it was an absolute joy to see. I watched this and was constantly reminded of the crazy things I did as a player or watched others do as their DM, and more importantly the fun we had playing the game we all loved. This is why I give it my highest recommendation to all others who have played the game, and especially to those who have not so they may see for themselves what Dungeons & Dragons is really about. 8/10",493529,Innovator,8.0,Positive
